Time	Type	R/W	AP/DP	Register	Request byte	ACK	WData	WData details
6.34037484	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.34044116	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.34051820	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.34058452	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.34066522	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.34076560	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.34086744	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.34096686	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.34103320	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.34112896	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.34122932	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.34133090	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.34143032	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.34149666	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.34157370	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.34164002	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.34172074	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.34182110	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.34192296	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.34202236	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.34208868	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.34218442	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.34228478	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.34238636	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.34248578	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.34255210	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.34262914	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.34269548	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.34277618	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.34287656	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.34297842	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.34307784	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.34314416	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.34323992	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.34334030	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.34344190	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.34354130	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.34360764	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.34368468	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.34375100	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.34383170	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.34393206	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.34403392	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.34413334	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.34419966	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.34429542	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.34439580	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.34449738	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.34459680	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.34466312	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.34474016	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.34480650	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.34488718	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.34498756	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.34508942	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.34518882	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.34525514	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.34535090	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.34545126	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.34555286	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.34565228	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.34571860	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.34579566	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.34586198	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.34594268	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.34604306	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.34614490	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.34624432	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.34631064	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.34640640	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.34650678	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.34660836	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.34670778	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.34677410	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.34685114	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.34691748	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.34699818	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.34709854	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.34720040	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.34729982	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.34736614	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.34746190	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.34756226	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.34766384	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.34776328	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.34782960	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.34790664	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.34797296	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.34805366	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.34815404	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.34825588	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.34835532	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.34842164	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.34851740	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.34861776	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.34871934	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.34881876	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.34888508	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.34896212	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.34902844	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.34910914	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.34920952	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.34931138	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.34941080	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.34947712	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.34957286	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.34967324	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.34977484	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.34987426	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.34994060	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.35001764	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.35008398	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.35016468	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.35026506	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.35036692	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.35046634	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.35053268	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.35062844	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.35072882	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.35083040	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.35092984	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.35099618	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.35107322	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.35113954	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.35122024	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.35132060	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.35142246	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.35152188	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.35158820	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.35168396	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.35178434	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.35188592	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.35198534	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.35205168	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.35212872	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.35219504	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.35227576	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.35237612	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.35247798	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.35257740	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.35264372	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.35273946	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.35283984	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.35294142	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.35304084	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.35310716	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.35318420	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.35325052	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.35333122	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.35343160	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.35353346	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.35363288	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.35369920	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.35379496	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.35389534	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.35399694	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.35409636	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.35416268	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.35423972	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.35430604	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.35438676	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.35448712	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.35458896	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.35468838	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.35475470	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.35485046	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.35495082	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.35505242	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.35515184	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.35521816	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.35529520	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.35536152	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.35544224	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.35554260	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.35564446	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.35574388	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.35581020	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.35590594	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.35600630	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.35610790	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.35620732	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.35627364	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.35635068	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.35641700	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.35649772	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.35659808	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.35669994	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.35679938	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.35686572	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.35696148	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.35706184	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.35716344	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.35726286	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.35732920	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.35740624	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.35747258	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.35755328	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.35765366	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.35775552	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.35785494	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.35792126	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.35801702	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.35811740	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.35821898	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.35831842	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.35838474	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.35846178	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.35852812	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.35860884	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.35870922	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.35881110	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.35891052	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.35897686	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.35907264	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.35917302	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.35927462	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.35937406	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.35944040	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.35951746	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.35958380	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.35966452	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.35976492	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.35986680	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.35996624	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.36003256	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.36012834	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.36022872	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.36033034	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.36042976	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.36049610	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.36057314	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.36063948	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.36072018	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.36082056	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.36092244	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.36102186	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.36108820	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.36118398	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.36128434	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.36138594	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.36148538	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.36155170	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.36162876	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.36169510	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.36177582	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.36187620	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.36197806	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.36207750	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.36214382	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.36223958	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.36233996	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.36244156	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.36254098	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.36260730	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.36268434	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.36275068	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.36283138	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.36293176	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.36303364	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.36313306	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.36319940	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.36329516	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.36339554	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.36349714	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.36359658	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.36366290	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.36373994	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.36380628	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.36388698	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.36398736	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.36408922	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.36418866	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.36425498	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.36435074	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.36445112	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
6.36455270	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.36465214	Operation	read	AccessPort	BD2	0xB7	OK	0x01010001	
6.36471848	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.36479554	Operation	read	AccessPort	BD3	0x9F	OK	0x00000000	
6.36486186	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x00000000	
6.36494256	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.36504294	Operation	write	AccessPort	TAR	0x8B	OK	0xE000EDF0	
6.36514482	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000010	APSEL=0x00, APBANKSEL=0x1, PRESCALER=0x0
6.36524424	Operation	read	AccessPort	BD0	0x87	OK	0x00000000	
6.36531058	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x01010001	
6.36540634	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
6.36550672	Operation	write	AccessPort	TAR	0x8B	OK	0x20000080	
