Time	Type	R/W	AP/DP	Register	Request byte	ACK	WData	WData details
3.60462398	Operation	write	AccessPort	DRW	0xBB	OK	0xE7EB2102	
3.60467372	Operation	write	AccessPort	DRW	0xBB	OK	0x003B9600	
3.60472348	Operation	write	AccessPort	DRW	0xBB	OK	0xA905002A	
3.60477322	Operation	write	AccessPort	DRW	0xBB	OK	0xF7FF9816	
3.60482296	Operation	write	AccessPort	DRW	0xBB	OK	0x0004FEE9	
3.60487270	Operation	write	AccessPort	DRW	0xBB	OK	0x60849817	
3.60492244	Operation	write	AccessPort	DRW	0xBB	OK	0x21009817	
3.60497596	Operation	write	AccessPort	DRW	0xBB	OK	0xB0196001	
3.60502570	Operation	write	AccessPort	DRW	0xBB	OK	0xB538BDF0	
3.60507544	Operation	write	AccessPort	DRW	0xBB	OK	0x0011000C	
3.60512518	Operation	write	AccessPort	DRW	0xBB	OK	0x690A694B	
3.60517494	Operation	write	AccessPort	DRW	0xBB	OK	0x68C9688D	
3.60522468	Operation	write	AccessPort	DRW	0xBB	OK	0xF7FF1869	
3.60527442	Operation	write	AccessPort	DRW	0xBB	OK	0x60A0FEFA	
3.60532416	Operation	write	AccessPort	DRW	0xBB	OK	0x60202000	
3.60537390	Operation	write	AccessPort	DRW	0xBB	OK	0xB530BD31	
3.60542364	Operation	write	AccessPort	DRW	0xBB	OK	0x000CB083	
3.60547340	Operation	write	AccessPort	DRW	0xBB	OK	0x00220011	
3.60552312	Operation	write	AccessPort	DRW	0xBB	OK	0x9201320C	
3.60557288	Operation	write	AccessPort	DRW	0xBB	OK	0x32080022	
3.60562262	Operation	write	AccessPort	DRW	0xBB	OK	0x694B9200	
3.60567236	Operation	write	AccessPort	DRW	0xBB	OK	0x688D690A	
3.60572208	Operation	write	AccessPort	DRW	0xBB	OK	0x186968C9	
3.60577182	Operation	write	AccessPort	DRW	0xBB	OK	0xFF1DF7FF	
3.60582156	Operation	write	AccessPort	DRW	0xBB	OK	0xBD376020	
3.60587130	Operation	write	AccessPort	DRW	0xBB	OK	0xB087B530	
3.60592104	Operation	write	AccessPort	DRW	0xBB	OK	0x000C0005	
3.60597750	Operation	write	AccessPort	DRW	0xBB	OK	0x90006810	
3.60602780	Operation	write	AccessPort	DRW	0xBB	OK	0x68D16890	
3.60607754	Operation	write	AccessPort	DRW	0xBB	OK	0x90011840	
3.60612728	Operation	write	AccessPort	DRW	0xBB	OK	0x08406910	
3.60617702	Operation	write	AccessPort	DRW	0xBB	OK	0x69509002	
3.60622678	Operation	write	AccessPort	DRW	0xBB	OK	0x69909003	
3.60627652	Operation	write	AccessPort	DRW	0xBB	OK	0x69D09004	
3.60632626	Operation	write	AccessPort	DRW	0xBB	OK	0x46689005	
3.60637600	Operation	write	AccessPort	DRW	0xBB	OK	0xF872F000	
3.60642574	Operation	write	AccessPort	DRW	0xBB	OK	0xD1032800	
3.60647550	Operation	write	AccessPort	DRW	0xBB	OK	0x00284669	
3.60652524	Operation	write	AccessPort	DRW	0xBB	OK	0xFEE6F7FF	
3.60657498	Operation	write	AccessPort	DRW	0xBB	OK	0x60A19900	
3.60662472	Operation	write	AccessPort	DRW	0xBB	OK	0xB0076020	
3.60667446	Operation	write	AccessPort	DRW	0xBB	OK	0xB510BD30	
3.60672418	Operation	write	AccessPort	DRW	0xBB	OK	0x0010000C	
3.60677392	Operation	write	AccessPort	DRW	0xBB	OK	0x698269C3	
3.60682366	Operation	write	AccessPort	DRW	0xBB	OK	0x69006941	
3.60687340	Operation	write	AccessPort	DRW	0xBB	OK	0xF8CBF000	
3.60692314	Operation	write	AccessPort	DRW	0xBB	OK	0xBD106020	
3.60697682	Operation	write	AccessPort	DRW	0xBB	OK	0x000CB510	
3.60702656	Operation	write	AccessPort	DRW	0xBB	OK	0xF8F7F000	
3.60707630	Operation	write	AccessPort	DRW	0xBB	OK	0xB510E003	
3.60712604	Operation	write	AccessPort	DRW	0xBB	OK	0xF000000C	
3.60717578	Operation	write	AccessPort	DRW	0xBB	OK	0x60E0F92F	
3.60722552	Operation	write	AccessPort	DRW	0xBB	OK	0xD5022800	
3.60727528	Operation	write	AccessPort	DRW	0xBB	OK	0x43C02000	
3.60732502	Operation	write	AccessPort	DRW	0xBB	OK	0x2000E000	
3.60737476	Operation	write	AccessPort	DRW	0xBB	OK	0xBD106020	
3.60742450	Operation	write	AccessPort	DRW	0xBB	OK	0xF000B580	
3.60747424	Operation	write	AccessPort	DRW	0xBB	OK	0xBD01F8DD	
3.60752400	Operation	write	AccessPort	DRW	0xBB	OK	0x0004B570	
3.60757374	Operation	write	AccessPort	DRW	0xBB	OK	0xE025000E	
3.60762348	Operation	write	AccessPort	DRW	0xBB	OK	0x00200032	
3.60767322	Operation	write	AccessPort	DRW	0xBB	OK	0xFFA3F7FF	
3.60772294	Operation	write	AccessPort	DRW	0xBB	OK	0x0032E01C	
3.60777268	Operation	write	AccessPort	DRW	0xBB	OK	0xF7FF0020	
3.60782242	Operation	write	AccessPort	DRW	0xBB	OK	0xE017FF2F	
3.60787216	Operation	write	AccessPort	DRW	0xBB	OK	0x00200032	
3.60792190	Operation	write	AccessPort	DRW	0xBB	OK	0xFF8BF7FF	
3.60797550	Operation	write	AccessPort	DRW	0xBB	OK	0x0032E012	
3.60802524	Operation	write	AccessPort	DRW	0xBB	OK	0xF7FF0020	
3.60807498	Operation	write	AccessPort	DRW	0xBB	OK	0xE00DFFA7	
3.60812470	Operation	write	AccessPort	DRW	0xBB	OK	0x00200032	
3.60817444	Operation	write	AccessPort	DRW	0xBB	OK	0xFFC3F7FF	
3.60822418	Operation	write	AccessPort	DRW	0xBB	OK	0x0032E008	
3.60827392	Operation	write	AccessPort	DRW	0xBB	OK	0xF7FF0020	
3.60832366	Operation	write	AccessPort	DRW	0xBB	OK	0xE003FFC9	
3.60837340	Operation	write	AccessPort	DRW	0xBB	OK	0x00200032	
3.60842314	Operation	write	AccessPort	DRW	0xBB	OK	0xFFC9F7FF	
3.60847288	Operation	write	AccessPort	DRW	0xBB	OK	0x0020002E	
3.60852262	Operation	write	AccessPort	DRW	0xBB	OK	0xFFD2F7FF	
3.60857236	Operation	write	AccessPort	DRW	0xBB	OK	0x28006AF0	
3.60862210	Operation	write	AccessPort	DRW	0xBB	OK	0x6A31D0F9	
3.60867184	Operation	write	AccessPort	DRW	0xBB	OK	0x4A0A6A75	
3.60872158	Operation	write	AccessPort	DRW	0xBB	OK	0x2200600A	
3.60877134	Operation	write	AccessPort	DRW	0xBB	OK	0x1E4062F2	
3.60882108	Operation	write	AccessPort	DRW	0xBB	OK	0xD8EF2809	
3.60887082	Operation	write	AccessPort	DRW	0xBB	OK	0x5612A201	
3.60892056	Operation	write	AccessPort	DRW	0xBB	OK	0xBF004497	
3.60897350	Operation	write	AccessPort	DRW	0xBB	OK	0xD89E940A	
3.60902384	Operation	write	AccessPort	DRW	0xBB	OK	0xC6BCB2D8	
3.60907358	Operation	write	AccessPort	DRW	0xBB	OK	0x0032A8D0	
3.60912330	Operation	write	AccessPort	DRW	0xBB	OK	0xF7FF0020	
3.60917304	Operation	write	AccessPort	DRW	0xBB	OK	0xE7E1FECB	
3.60922278	Operation	write	AccessPort	DRW	0xBB	OK	0x7FFFFFFF	
3.60927252	Operation	write	AccessPort	DRW	0xBB	OK	0xB086B5F1	
3.60932226	Operation	write	AccessPort	DRW	0xBB	OK	0x68446807	
3.60937200	Operation	write	AccessPort	DRW	0xBB	OK	0x28100E20	
3.60942174	Operation	write	AccessPort	DRW	0xBB	OK	0x0220D104	
3.60947148	Operation	write	AccessPort	DRW	0xBB	OK	0x24800A00	
3.60952122	Operation	write	AccessPort	DRW	0xBB	OK	0x43040424	
3.60957096	Operation	write	AccessPort	DRW	0xBB	OK	0x90032000	
3.60962070	Operation	write	AccessPort	DRW	0xBB	OK	0x21074668	
3.60967044	Operation	write	AccessPort	DRW	0xBB	OK	0x20037201	
3.60972020	Operation	write	AccessPort	DRW	0xBB	OK	0x98069001	
3.60976992	Operation	write	AccessPort	DRW	0xBB	OK	0x08856880	
3.60981968	Operation	write	AccessPort	DRW	0xBB	OK	0xE00B4E70	
3.60986942	Operation	write	AccessPort	DRW	0xBB	OK	0x21064668	
3.60991916	Operation	write	AccessPort	DRW	0xBB	OK	0x20027201	
3.60996822	Operation	write	AccessPort	DRW	0xBB	OK	0x006D9001	
3.61002294	Operation	write	AccessPort	DRW	0xBB	OK	0x1F3F6838	
3.61007268	Operation	write	AccessPort	DRW	0xBB	OK	0x1F3F6838	
3.61012242	Operation	write	AccessPort	DRW	0xBB	OK	0x90032001	
3.61017216	Operation	write	AccessPort	DRW	0xBB	OK	0x90002000	
3.61022190	Operation	write	AccessPort	DRW	0xBB	OK	0x70302070	
3.61027164	Operation	write	AccessPort	DRW	0xBB	OK	0xD03F2D00	
3.61032138	Operation	write	AccessPort	DRW	0xBB	OK	0x99012001	
3.61037112	Operation	write	AccessPort	DRW	0xBB	OK	0x90044088	
3.61042088	Operation	write	AccessPort	DRW	0xBB	OK	0x1D3F6838	
3.61047062	Operation	write	AccessPort	DRW	0xBB	OK	0x7A094669	
3.61052036	Operation	write	AccessPort	DRW	0xBB	OK	0x0C2171F1	
3.61057010	Operation	write	AccessPort	DRW	0xBB	OK	0x0A2171B1	
3.61061984	Operation	write	AccessPort	DRW	0xBB	OK	0x71347171	
3.61066958	Operation	write	AccessPort	DRW	0xBB	OK	0x72F10E01	
3.61071934	Operation	write	AccessPort	DRW	0xBB	OK	0x72B10C01	
3.61076908	Operation	write	AccessPort	DRW	0xBB	OK	0x72710A01	
3.61081882	Operation	write	AccessPort	DRW	0xBB	OK	0x98017230	
3.61086856	Operation	write	AccessPort	DRW	0xBB	OK	0xD1082803	
3.61092756	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x0000045C	
3.61098570	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
3.61103566	Operation	write	AccessPort	TAR	0x8B	OK	0x1FFF8440	
3.61108548	Operation	write	AccessPort	DRW	0xBB	OK	0x1D3F6838	
3.61113524	Operation	write	AccessPort	DRW	0xBB	OK	0x73F10E01	
3.61118500	Operation	write	AccessPort	DRW	0xBB	OK	0x73B10C01	
3.61123474	Operation	write	AccessPort	DRW	0xBB	OK	0x73710A01	
3.61128448	Operation	write	AccessPort	DRW	0xBB	OK	0x20807330	
3.61133422	Operation	write	AccessPort	DRW	0xBB	OK	0xF0007030	
3.61138396	Operation	write	AccessPort	DRW	0xBB	OK	0x7830F847	
3.61143370	Operation	write	AccessPort	DRW	0xBB	OK	0xD5FA0601	
3.61148346	Operation	write	AccessPort	DRW	0xBB	OK	0xD5050681	
3.61153320	Operation	write	AccessPort	DRW	0xBB	OK	0x28009803	
3.61158292	Operation	write	AccessPort	DRW	0xBB	OK	0x2000D0C0	
3.61163266	Operation	write	AccessPort	DRW	0xBB	OK	0xE00743C0	
3.61168240	Operation	write	AccessPort	DRW	0xBB	OK	0xD50206C1	
3.61173214	Operation	write	AccessPort	DRW	0xBB	OK	0x43C02001	
3.61178188	Operation	write	AccessPort	DRW	0xBB	OK	0x07C0E002	
3.61183162	Operation	write	AccessPort	DRW	0xBB	OK	0x2004D504	
3.61188136	Operation	write	AccessPort	DRW	0xBB	OK	0x98069000	
3.61193110	Operation	write	AccessPort	DRW	0xBB	OK	0xE0036004	
3.61198512	Operation	write	AccessPort	DRW	0xBB	OK	0x18249804	
3.61203486	Operation	write	AccessPort	DRW	0xBB	OK	0xD1C31E6D	
3.61208462	Operation	write	AccessPort	DRW	0xBB	OK	0xB0079800	
3.61213436	Operation	write	AccessPort	DRW	0xBB	OK	0xB570BDF0	
3.61218410	Operation	write	AccessPort	DRW	0xBB	OK	0x0E082400	
3.61223384	Operation	write	AccessPort	DRW	0xBB	OK	0xD1042810	
3.61228358	Operation	write	AccessPort	DRW	0xBB	OK	0x0A000208	
3.61233332	Operation	write	AccessPort	DRW	0xBB	OK	0x04092180	
3.61238306	Operation	write	AccessPort	DRW	0xBB	OK	0x4D404301	
3.61243280	Operation	write	AccessPort	DRW	0xBB	OK	0x70282070	
3.61248256	Operation	write	AccessPort	DRW	0xBB	OK	0x71E82009	
3.61253230	Operation	write	AccessPort	DRW	0xBB	OK	0x71A80C08	
3.61258204	Operation	write	AccessPort	DRW	0xBB	OK	0x71680A08	
3.61263176	Operation	write	AccessPort	DRW	0xBB	OK	0x26807129	
3.61268150	Operation	write	AccessPort	DRW	0xBB	OK	0xF000702E	
3.61273124	Operation	write	AccessPort	DRW	0xBB	OK	0x7828F811	
3.61278098	Operation	write	AccessPort	DRW	0xBB	OK	0xD0FA4230	
3.61283072	Operation	write	AccessPort	DRW	0xBB	OK	0xD5010681	
3.61288046	Operation	write	AccessPort	DRW	0xBB	OK	0xE00743E4	
3.61293020	Operation	write	AccessPort	DRW	0xBB	OK	0xD50106C1	
3.61298376	Operation	write	AccessPort	DRW	0xBB	OK	0xE7F92401	
3.61303350	Operation	write	AccessPort	DRW	0xBB	OK	0x42082171	
3.61308324	Operation	write	AccessPort	DRW	0xBB	OK	0x2407D000	
3.61313298	Operation	write	AccessPort	DRW	0xBB	OK	0xBD700020	
3.61318272	Operation	write	AccessPort	DRW	0xBB	OK	0x88014831	
3.61323246	Operation	write	AccessPort	DRW	0xBB	OK	0xD50307C9	
3.61328220	Operation	write	AccessPort	DRW	0xBB	OK	0x81814930	
3.61333194	Operation	write	AccessPort	DRW	0xBB	OK	0x81814930	
3.61338168	Operation	write	AccessPort	DRW	0xBB	OK	0xB4104770	
3.61343142	Operation	write	AccessPort	DRW	0xBB	OK	0x740121FF	
3.61348116	Operation	write	AccessPort	DRW	0xBB	OK	0x780A492E	
3.61353092	Operation	write	AccessPort	DRW	0xBB	OK	0x220373C2	
3.61358066	Operation	write	AccessPort	DRW	0xBB	OK	0x115B7BC3	
3.61363040	Operation	write	AccessPort	DRW	0xBB	OK	0x2B034013	
3.61368014	Operation	write	AccessPort	DRW	0xBB	OK	0x4B2BD114	
3.61372988	Operation	write	AccessPort	DRW	0xBB	OK	0x0C1B681B	
3.61377964	Operation	write	AccessPort	DRW	0xBB	OK	0x2A01401A	
3.61382938	Operation	write	AccessPort	DRW	0xBB	OK	0x2A02D001	
3.61387912	Operation	write	AccessPort	DRW	0xBB	OK	0x4A28D108	
3.61392886	Operation	write	AccessPort	DRW	0xBB	OK	0x74037813	
3.61398238	Operation	write	AccessPort	DRW	0xBB	OK	0xD103075B	
3.61403212	Operation	write	AccessPort	DRW	0xBB	OK	0x24017813	
3.61408186	Operation	write	AccessPort	DRW	0xBB	OK	0x7014431C	
3.61413160	Operation	write	AccessPort	DRW	0xBB	OK	0x239F780A	
3.61418134	Operation	write	AccessPort	DRW	0xBB	OK	0x700B4013	
3.61423108	Operation	write	AccessPort	DRW	0xBB	OK	0x73812100	
3.61428082	Operation	write	AccessPort	DRW	0xBB	OK	0x880A491B	
3.61433056	Operation	write	AccessPort	DRW	0xBB	OK	0xD50907D3	
3.61438030	Operation	write	AccessPort	DRW	0xBB	OK	0x22018182	
3.61443004	Operation	write	AccessPort	DRW	0xBB	OK	0x4A1E7382	
3.61447978	Operation	write	AccessPort	DRW	0xBB	OK	0x4A1E81CA	
3.61452952	Operation	write	AccessPort	DRW	0xBB	OK	0x22E981CA	
3.61457926	Operation	write	AccessPort	DRW	0xBB	OK	0x800A0052	
3.61462902	Operation	write	AccessPort	DRW	0xBB	OK	0x680A491C	
3.61467876	Operation	write	AccessPort	DRW	0xBB	OK	0x684A6002	
3.61472850	Operation	write	AccessPort	DRW	0xBB	OK	0x20F86042	
3.61477824	Operation	write	AccessPort	DRW	0xBB	OK	0x60080400	
3.61482798	Operation	write	AccessPort	DRW	0xBB	OK	0x20006048	
3.61487772	Operation	write	AccessPort	DRW	0xBB	OK	0x4770BC10	
3.61492746	Operation	write	AccessPort	DRW	0xBB	OK	0x29FF7C01	
3.61498102	Operation	write	AccessPort	DRW	0xBB	OK	0x4A12D001	
3.61503076	Operation	write	AccessPort	DRW	0xBB	OK	0x7BC17011	
3.61508050	Operation	write	AccessPort	DRW	0xBB	OK	0x70114A0E	
3.61513024	Operation	write	AccessPort	DRW	0xBB	OK	0x29007B81	
3.61517998	Operation	write	AccessPort	DRW	0xBB	OK	0x4909D006	
3.61522970	Operation	write	AccessPort	DRW	0xBB	OK	0x81CA4A0E	
3.61527944	Operation	write	AccessPort	DRW	0xBB	OK	0x81CA4A0E	
3.61532918	Operation	write	AccessPort	DRW	0xBB	OK	0x800A8982	
3.61537892	Operation	write	AccessPort	DRW	0xBB	OK	0x73812100	
3.61542866	Operation	write	AccessPort	DRW	0xBB	OK	0x6802490C	
3.61547840	Operation	write	AccessPort	DRW	0xBB	OK	0x6840600A	
3.61552814	Operation	write	AccessPort	DRW	0xBB	OK	0x20006048	
3.61557788	Operation	write	AccessPort	DRW	0xBB	OK	0x00004770	
3.61562762	Operation	write	AccessPort	DRW	0xBB	OK	0x40020000	
3.61567736	Operation	write	AccessPort	DRW	0xBB	OK	0x40052000	
3.61572710	Operation	write	AccessPort	DRW	0xBB	OK	0x0000A602	
3.61577684	Operation	write	AccessPort	DRW	0xBB	OK	0x0000B480	
3.61582660	Operation	write	AccessPort	DRW	0xBB	OK	0x4007E001	
3.61587634	Operation	write	AccessPort	DRW	0xBB	OK	0x40048004	
3.61592608	Operation	write	AccessPort	DRW	0xBB	OK	0x40064004	
3.61598292	Operation	write	AccessPort	DRW	0xBB	OK	0x0000C520	
3.61603268	Operation	write	AccessPort	DRW	0xBB	OK	0x0000D928	
3.61608242	Operation	write	AccessPort	DRW	0xBB	OK	0x4001F004	
3.61614146	Operation	read	DebugPort	RDBUFF	0xBD	OK	0x0000045C	
3.61649116	Operation	write	DebugPort	ABORT	0x81	OK	0x0000001E	ORUNERRCLR=1, WDERRCLR=1, STKERRCLR=1, STKCMPCLR=1, DAPABORT=0
3.61654890	Operation	write	DebugPort	SELECT	0xB1	OK	0x00000000	APSEL=0x00, APBANKSEL=0x0, PRESCALER=0x0
3.61659888	Operation	write	AccessPort	TAR	0x8B	OK	0x1FFF8000	
3.61664866	Operation	write	AccessPort	CSW	0xA3	OK	0x23000012	DbgSwEnable=0, Prot=0x23, SPIDEN=0, Mode=0x0, TrInProg=0, DeviceEn=0, AddrInc=Increment single, Size=Word (32 bits)
3.61669852	Operation	read	AccessPort	DRW	0x9F	WAIT		
3.61671290	Operation	read	AccessPort	DRW	0x9F	OK	0x0000045C	
3.61676270	Operation	read	AccessPort	DRW	0x9F	OK	0xA801BE00	
3.61681238	Operation	read	AccessPort	DRW	0x9F	OK	0xF0009900	
3.61686202	Operation	read	AccessPort	DRW	0x9F	OK	0xE7F9F993	
3.61691168	Operation	read	AccessPort	DRW	0x9F	OK	0x304046EC	
3.61696132	Operation	read	AccessPort	DRW	0x9F	OK	0x230F4685	
3.61701528	Operation	read	AccessPort	DRW	0x9F	OK	0x20041C1A	
3.61706494	Operation	read	AccessPort	DRW	0x9F	OK	0xD3000852	
3.61711460	Operation	read	AccessPort	DRW	0x9F	OK	0x1E40404A	
3.61716422	Operation	read	AccessPort	DRW	0x9F	OK	0xB404D1FA	
3.61721390	Operation	read	AccessPort	DRW	0x9F	OK	0xD5F51E5B	
3.61726352	Operation	read	AccessPort	DRW	0x9F	OK	0x477046E5	
3.61731318	Operation	read	AccessPort	DRW	0x9F	OK	0x9D04B5E0	
3.61736282	Operation	read	AccessPort	DRW	0x9F	OK	0x1E7F2700	
3.61741248	Operation	read	AccessPort	DRW	0x9F	OK	0x8816D41A	
3.61746212	Operation	read	AccessPort	DRW	0x9F	OK	0x072E4075	
3.61751178	Operation	read	AccessPort	DRW	0x9F	OK	0x598E0EB6	
3.61756142	Operation	read	AccessPort	DRW	0x9F	OK	0x4075092D	
3.61761106	Operation	read	AccessPort	DRW	0x9F	OK	0x0EB6072E	
3.61766074	Operation	read	AccessPort	DRW	0x9F	OK	0x092D598E	
3.61771036	Operation	read	AccessPort	DRW	0x9F	OK	0x072E4075	
3.61776004	Operation	read	AccessPort	DRW	0x9F	OK	0x598E0EB6	
3.61780966	Operation	read	AccessPort	DRW	0x9F	OK	0x4075092D	
3.61785934	Operation	read	AccessPort	DRW	0x9F	OK	0x0EB6072E	
3.61790896	Operation	read	AccessPort	DRW	0x9F	OK	0x092D598E	
3.61795862	Operation	read	AccessPort	DRW	0x9F	OK	0x1C924075	
3.61801258	Operation	read	AccessPort	DRW	0x9F	OK	0xD1E41E9B	
3.61806226	Operation	read	AccessPort	DRW	0x9F	OK	0xBDE01C28	
3.61811188	Operation	read	AccessPort	DRW	0x9F	OK	0xF897F000	
3.61816154	Operation	read	AccessPort	DRW	0x9F	OK	0xB5F1E7E1	
3.61821118	Operation	read	AccessPort	DRW	0x9F	OK	0x2A102700	
3.61826086	Operation	read	AccessPort	DRW	0x9F	OK	0x1E7FD40D	
3.61831048	Operation	read	AccessPort	DRW	0x9F	OK	0xC971D407	
3.61836014	Operation	read	AccessPort	DRW	0x9F	OK	0x191B181B	
3.61840978	Operation	read	AccessPort	DRW	0x9F	OK	0x199B195B	
3.61845942	Operation	read	AccessPort	DRW	0x9F	OK	0xD1F43A10	
3.61850908	Operation	read	AccessPort	DRW	0x9F	OK	0x9800E00A	
3.61855872	Operation	read	AccessPort	DRW	0x9F	OK	0xF885F000	
3.61860838	Operation	read	AccessPort	DRW	0x9F	OK	0x1E7FE7F3	
3.61865802	Operation	read	AccessPort	DRW	0x9F	OK	0x680ED406	
3.61870770	Operation	read	AccessPort	DRW	0x9F	OK	0x199B1D09	
3.61875732	Operation	read	AccessPort	DRW	0x9F	OK	0xD1F81F12	
3.61880698	Operation	read	AccessPort	DRW	0x9F	OK	0xBDF21C18	
3.61885662	Operation	read	AccessPort	DRW	0x9F	OK	0xF0009800	
3.61890628	Operation	read	AccessPort	DRW	0x9F	OK	0xE7F4F878	
3.61895592	Operation	read	AccessPort	DRW	0x9F	OK	0x680AB5F2	
3.61900942	Operation	read	AccessPort	DRW	0x9F	OK	0x688C684B	
3.61905906	Operation	read	AccessPort	DRW	0x9F	OK	0x27002600	
3.61910872	Operation	read	AccessPort	DRW	0x9F	OK	0xD40D1E7F	
3.61915836	Operation	read	AccessPort	DRW	0x9F	OK	0x599D5991	
3.61920800	Operation	read	AccessPort	DRW	0x9F	OK	0xD10442A9	
3.61925766	Operation	read	AccessPort	DRW	0x9F	OK	0x1EA41D36	
3.61930730	Operation	read	AccessPort	DRW	0x9F	OK	0x2000D1F6	
3.61935698	Operation	read	AccessPort	DRW	0x9F	OK	0x199BBDF2	
3.61940660	Operation	read	AccessPort	DRW	0x9F	OK	0x600B9900	
3.61945628	Operation	read	AccessPort	DRW	0x9F	OK	0xBDF22001	
3.61950590	Operation	read	AccessPort	DRW	0x9F	OK	0xF85FF000	
3.61955556	Operation	read	AccessPort	DRW	0x9F	OK	0xB5F1E7EE	
3.61960520	Operation	read	AccessPort	DRW	0x9F	OK	0x2A102700	
3.61965486	Operation	read	AccessPort	DRW	0x9F	OK	0x1E7FD41C	
3.61970450	Operation	read	AccessPort	DRW	0x9F	OK	0xC971D40B	
3.61975416	Operation	read	AccessPort	DRW	0x9F	OK	0xD10C4283	
3.61980380	Operation	read	AccessPort	DRW	0x9F	OK	0xD10D42A3	
3.61985344	Operation	read	AccessPort	DRW	0x9F	OK	0xD10E42AB	
3.61990310	Operation	read	AccessPort	DRW	0x9F	OK	0xD10F42B3	
3.61995274	Operation	read	AccessPort	DRW	0x9F	OK	0xD1F03A10	
3.62000622	Operation	read	AccessPort	DRW	0x9F	OK	0x9800E016	
3.62005588	Operation	read	AccessPort	DRW	0x9F	OK	0xF849F000	
3.62010552	Operation	read	AccessPort	DRW	0x9F	OK	0x3910E7EF	
3.62015518	Operation	read	AccessPort	DRW	0x9F	OK	0xE0111C06	
3.62020482	Operation	read	AccessPort	DRW	0x9F	OK	0x1C26390C	
3.62025450	Operation	read	AccessPort	DRW	0x9F	OK	0x3908E00E	
3.62030412	Operation	read	AccessPort	DRW	0x9F	OK	0xE00B1C2E	
3.62035380	Operation	read	AccessPort	DRW	0x9F	OK	0xE0091F09	
3.62040342	Operation	read	AccessPort	DRW	0x9F	OK	0xD40D1E7F	
3.62045310	Operation	read	AccessPort	DRW	0x9F	OK	0x42B3680E	
3.62050272	Operation	read	AccessPort	DRW	0x9F	OK	0x1D09D104	
3.62055238	Operation	read	AccessPort	DRW	0x9F	OK	0xD1F71F12	
3.62060202	Operation	read	AccessPort	DRW	0x9F	OK	0xBDF22000	
3.62065168	Operation	read	AccessPort	DRW	0x9F	OK	0x60019806	
3.62070132	Operation	read	AccessPort	DRW	0x9F	OK	0x60069807	
3.62075096	Operation	read	AccessPort	DRW	0x9F	OK	0xE7F82001	
3.62080064	Operation	read	AccessPort	DRW	0x9F	OK	0xF0009800	
3.62085026	Operation	read	AccessPort	DRW	0x9F	OK	0xE7EDF82A	
3.62089994	Operation	read	AccessPort	DRW	0x9F	OK	0x467CB5F2	
3.62094956	Operation	read	AccessPort	DRW	0x9F	OK	0x02A40AA4	
3.62100304	Operation	read	AccessPort	DRW	0x9F	OK	0x68D16825	
3.62105272	Operation	read	AccessPort	DRW	0x9F	OK	0x69121909	
3.62110234	Operation	read	AccessPort	DRW	0x9F	OK	0x23002700	
3.62115202	Operation	read	AccessPort	DRW	0x9F	OK	0xD4161E7F	
3.62120164	Operation	read	AccessPort	DRW	0x9F	OK	0x682650CB	
3.62125130	Operation	read	AccessPort	DRW	0x9F	OK	0xD10242AE	
3.62130094	Operation	read	AccessPort	DRW	0x9F	OK	0x42931D1B	
3.62135060	Operation	read	AccessPort	DRW	0x9F	OK	0x6025D1F6	
3.62140024	Operation	read	AccessPort	DRW	0x9F	OK	0x1E7F2600	
3.62144990	Operation	read	AccessPort	DRW	0x9F	OK	0x598DD40E	
3.62149954	Operation	read	AccessPort	DRW	0x9F	OK	0xD10242B5	
3.62154918	Operation	read	AccessPort	DRW	0x9F	OK	0x429E1D36	
3.62159884	Operation	read	AccessPort	DRW	0x9F	OK	0xBC02D1F7	
3.62164848	Operation	read	AccessPort	DRW	0x9F	OK	0x2600608E	
3.62169816	Operation	read	AccessPort	DRW	0x9F	OK	0xBDF0600E	
3.62174778	Operation	read	AccessPort	DRW	0x9F	OK	0xF000E736	
3.62179746	Operation	read	AccessPort	DRW	0x9F	OK	0xE7E5F804	
3.62184708	Operation	read	AccessPort	DRW	0x9F	OK	0xF801F000	
3.62189674	Operation	read	AccessPort	DRW	0x9F	OK	0xB50FE7ED	
3.62194638	Operation	read	AccessPort	DRW	0x9F	OK	0xF8C2F000	
3.62199988	Operation	read	AccessPort	DRW	0x9F	OK	0xBD0F27FF	
3.62204952	Operation	read	AccessPort	DRW	0x9F	OK	0xB096B5F7	
3.62209918	Operation	read	AccessPort	DRW	0x9F	OK	0xA8056991	
3.62214882	Operation	read	AccessPort	DRW	0x9F	OK	0xFF2CF7FF	
3.62219848	Operation	read	AccessPort	DRW	0x9F	OK	0x68809818	
3.62224812	Operation	read	AccessPort	DRW	0x9F	OK	0x68C99918	
3.62229776	Operation	read	AccessPort	DRW	0x9F	OK	0x98181845	
3.62234744	Operation	read	AccessPort	DRW	0x9F	OK	0x68006907	
3.62239706	Operation	read	AccessPort	DRW	0x9F	OK	0x90029003	
3.62244674	Operation	read	AccessPort	DRW	0x9F	OK	0x69469818	
3.62249636	Operation	read	AccessPort	DRW	0x9F	OK	0xD53D2F00	
3.62254604	Operation	read	AccessPort	DRW	0x9F	OK	0x087F007F	
3.62259566	Operation	read	AccessPort	DRW	0x9F	OK	0xD1162E00	
3.62264532	Operation	read	AccessPort	DRW	0x9F	OK	0x9400E040	
